ID,Wikidata ID,Name,Wikidata Name,Beziehung Namen,von,bis,Jahre plausibel,typ
1931_3,Q119545,Anna Aaron,Anna Aaron,identisch,1985-01-29,-,nein,Mensch
1931_4,Q4797775,Arthur Aaron,Arthur Aaron,identisch,-,-,unbekannt,Mensch
1931_5,Q7424848,Max Aaron,Max Aaron,identisch,1992-02-25,-,nein,Mensch
1931_8,Q5679524,Hassan Abbas,Hassan Abbas,identisch,1974-01-24,-,nein,Mensch
1931_8,Q1588554,Hassan Abbas,Hassan Abbasi,unklar,-,-,unbekannt,Mensch
1931_16,Q1730189,Karl Abel,Karl Abel,identisch,1897-02-10,1971-04-27,plausibel,Mensch
1931_21,Q1375019,Otto Abeles,Otto Abeles,identisch,1879-05-01,1945-05-25,plausibel,Mensch
1931_27,Q318772, Abelt,Abeltshauser,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_32,Q1586053,Salomon Abend,Salomon Abendana Belmonte,unklar,1843-03-13,1888-03-19,nein,Mensch
1931_36,Q61275,Hermann Aber,Hermann Abert,unklar,1871-03-25,1927-08-13,nein,Mensch
1931_38,Q7964135,Walter Aber,Walter Abercrombie,unklar,1959-09-26,-,nein,Mensch
1931_49,Q61043,Adolf Abraham,Adolf Abraham Halevi Fraenkel,unklar,1891-02-17,1965-10-15,plausibel,Mensch
1931_50,Q61043,Adolf Abraham,Adolf Abraham Halevi Fraenkel,unklar,1891-02-17,1965-10-15,plausibel,Mensch
1931_51,Q61043,Adolf Abraham,Adolf Abraham Halevi Fraenkel,unklar,1891-02-17,1965-10-15,plausibel,Mensch
1931_52,Q61043,Adolf Abraham,Adolf Abraham Halevi Fraenkel,unklar,1891-02-17,1965-10-15,plausibel,Mensch
1931_57,Q2644617,Alfred Abraham,Alfred Abraham Gerngroß,unklar,-,-,unbekannt,Mensch
1931_58,Q2644617,Alfred Abraham,Alfred Abraham Gerngroß,unklar,-,-,unbekannt,Mensch
1931_59,Q2644617,Alfred Abraham,Alfred Abraham Gerngroß,unklar,-,-,unbekannt,Mensch
1931_60,Q2644617,Alfred Abraham,Alfred Abraham Gerngroß,unklar,-,-,unbekannt,Mensch
1931_61,Q2644617,Alfred Abraham,Alfred Abraham Gerngroß,unklar,-,-,unbekannt,Mensch
1931_65,Q77028,Arthur Abraham,Arthur Abraham,identisch,1980-02-20,-,nein,Mensch
1931_65,Q4055048,Arthur Abraham,Arthur Abrahams,unklar,1955-11-06,-,nein,Mensch
1931_77,Q1036674,Carl Abraham,Carl Abraham Pihl,unklar,1825-01-16,1897-09-14,nein,Mensch
1931_77,Q1036678,Carl Abraham,Carl Abrahamsson,unklar,1896-05-01,-,nein,Mensch
1931_77,Q15435453,Carl Abraham,Carl Abraham Gütschow,unklar,1735-01-01,1798-02-02,nein,Mensch
1931_77,Q1036658,Carl Abraham,Carl Abraham Hunnius,unklar,1797-08-03,-,nein,Mensch
1931_77,Q1036652,Carl Abraham,Carl Abraham Gerhard,unklar,1738-02-26,1821-03-09,nein,Mensch
1931_77,Q1036660,Carl Abraham,Carl Abraham Mankell,unklar,1802-02-16,-,nein,Mensch
1931_79,Q678622,David Abraham,David Abraham,identisch,1986-07-16,-,nein,Mensch
1931_79,Q5230577,David Abraham,David Abraham,identisch,-,-,unbekannt,Mensch
1931_79,Q5230581,David Abraham,David Abrahams,unklar,1958-02-15,-,nein,Mensch
1931_79,Q5230580,David Abraham,David Abrahams,unklar,-,-,unbekannt,Mensch
1931_83,Q62909,Erich Abraham,Erich Abraham,identisch,1895-03-27,1971-03-07,plausibel,Mensch
1931_86,Q1403294,Felix Abraham,Felix Abraham,identisch,-,-,unbekannt,Mensch
1931_87,Q1403294,Felix Abraham,Felix Abraham,identisch,-,-,unbekannt,Mensch
1931_88,Q1403294,Felix Abraham,Felix Abraham,identisch,-,-,unbekannt,Mensch
1931_95,Q1503471,Georg Abraham,Georg Abraham von Arnim,unklar,-,-,unbekannt,Mensch
1931_95,Q322434,Georg Abraham,Georg Abraham Schneider,unklar,1770-04-19,1839-01-19,nein,Mensch
1931_96,Q1503471,Georg Abraham,Georg Abraham von Arnim,unklar,-,-,unbekannt,Mensch
1931_96,Q322434,Georg Abraham,Georg Abraham Schneider,unklar,1770-04-19,1839-01-19,nein,Mensch
1931_97,Q1503471,Georg Abraham,Georg Abraham von Arnim,unklar,-,-,unbekannt,Mensch
1931_97,Q322434,Georg Abraham,Georg Abraham Schneider,unklar,1770-04-19,1839-01-19,nein,Mensch
1931_102,Q1578400,Hans Abraham,Hans Abraham,identisch,-,-,unbekannt,Mensch
1931_102,Q1578398,Hans Abraham,Hans Abraham,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_102,Q937743,Hans Abraham,Hans Abrahamsen,unklar,1952-12-23,-,nein,Mensch
1931_102,Q1578406,Hans Abraham,Hans Abraham (Gewichtheber),unklar,-,-,unbekannt,Mensch
1931_125,Q6128345,James Abraham,James Abrahams,unklar,-,-,unbekannt,Mensch
1931_126,Q6128345,James Abraham,James Abrahams,unklar,-,-,unbekannt,Mensch
1931_127,Q2604246,Jan Abraham,Jan Abrahamszoon Beerstraten,unklar,1622-03-01,1666-07-01,nein,Mensch
1931_127,Q1681563,Jan Abraham,Jan Abraham von Gehema,unklar,1647-01-01,1715-01-01,nein,Mensch
1931_133,Q3115605,Joseph Abraham,Joseph Abraham,identisch,1981-09-11,-,nein,Mensch
1931_133,Q1706405,Joseph Abraham,Joseph Abraham Friedländer,unklar,-,-,unbekannt,Mensch
1931_133,Q1428259,Joseph Abraham,Joseph Abrahams,unklar,-,-,unbekannt,Mensch
1931_134,Q3115605,Joseph Abraham,Joseph Abraham,identisch,1981-09-11,-,nein,Mensch
1931_134,Q1706405,Joseph Abraham,Joseph Abraham Friedländer,unklar,-,-,unbekannt,Mensch
1931_134,Q1428259,Joseph Abraham,Joseph Abrahams,unklar,-,-,unbekannt,Mensch
1931_142,Q1793328,Kurt Abraham,Kurt Abraham,identisch,-,-,unbekannt,Mensch
1931_143,Q1793328,Kurt Abraham,Kurt Abraham,identisch,-,-,unbekannt,Mensch
1931_144,Q6523515,Leo Abraham,Leo Abrahams,unklar,-,-,unbekannt,Mensch
1931_145,Q6523515,Leo Abraham,Leo Abrahams,unklar,-,-,unbekannt,Mensch
1931_146,Q6523515,Leo Abraham,Leo Abrahams,unklar,-,-,unbekannt,Mensch
1931_158,Q350926,Martin Abraham,Martin Abraham,identisch,1978-09-20,-,nein,Mensch
1931_159,Q350926,Martin Abraham,Martin Abraham,identisch,1978-09-20,-,nein,Mensch
1931_160,Q350926,Martin Abraham,Martin Abraham,identisch,1978-09-20,-,nein,Mensch
1931_161,Q350926,Martin Abraham,Martin Abraham,identisch,1978-09-20,-,nein,Mensch
1931_162,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_162,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_163,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_163,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_164,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_164,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_165,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_165,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_166,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_166,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_167,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_167,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_168,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_168,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_169,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_169,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_170,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_170,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_171,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_171,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_172,Q62271,Max Abraham,Max Abraham,identisch,1875-03-23,1922-11-16,nein,Mensch
1931_172,Q90359,Max Abraham,Max Abraham,identisch,1831-06-03,1900-12-08,nein,Mensch
1931_175,Q6968845,Nathan Abraham,Nathan Abraham Cooper,unklar,1802-04-20,1879-01-01,nein,Mensch
1931_178,Q158650,Paul Abraham,Paul Abraham,identisch,1892-11-02,1960-05-06,plausibel,Mensch
1931_178,Q7148998,Paul Abraham,Paul Abrahams,unklar,1958-10-21,-,nein,Mensch
1931_178,Q7148997,Paul Abraham,Paul Abrahams,unklar,1973-10-31,-,nein,Mensch
1931_179,Q158650,Paul Abraham,Paul Abraham,identisch,1892-11-02,1960-05-06,plausibel,Mensch
1931_179,Q7148998,Paul Abraham,Paul Abrahams,unklar,1958-10-21,-,nein,Mensch
1931_179,Q7148997,Paul Abraham,Paul Abrahams,unklar,1973-10-31,-,nein,Mensch
1931_180,Q158650,Paul Abraham,Paul Abraham,identisch,1892-11-02,1960-05-06,plausibel,Mensch
1931_180,Q7148998,Paul Abraham,Paul Abrahams,unklar,1958-10-21,-,nein,Mensch
1931_180,Q7148997,Paul Abraham,Paul Abrahams,unklar,1973-10-31,-,nein,Mensch
1931_185,Q973595,Ralph Abraham,Ralph Abraham,identisch,1936-07-04,-,nein,Mensch
1931_187,Q9069771,Robert Abraham,Robert Abraham,identisch,1960-07-13,-,nein,Mensch
1931_187,Q2156304,Robert Abraham,Robert Abraham Du Plooy,unklar,1921-07-05,-,nein,Mensch
1931_188,Q9069771,Robert Abraham,Robert Abraham,identisch,1960-07-13,-,nein,Mensch
1931_188,Q2156304,Robert Abraham,Robert Abraham Du Plooy,unklar,1921-07-05,-,nein,Mensch
1931_202,Q304732,Walter Abraham,Walter Abraham Jacobs,unklar,1883-12-24,1967-07-12,plausibel,Mensch
1931_205,Q124130,Wolfgang Abraham,Wolfgang Abraham,identisch,1942-01-23,2013-02-03,nein,Mensch
1931_342,Q16003118,Adolf Abter,Adolf Abter,identisch,-,-,unbekannt,Mensch
1931_355,Q13422604,Hans Ackermann,Hans Ackermann,identisch,-,-,unbekannt,Mensch
1931_355,Q1578413,Hans Ackermann,Hans Ackermann,identisch,-,-,unbekannt,Mensch
1931_356,Q13422604,Hans Ackermann,Hans Ackermann,identisch,-,-,unbekannt,Mensch
1931_356,Q1578413,Hans Ackermann,Hans Ackermann,identisch,-,-,unbekannt,Mensch
1931_357,Q1231016,Karl Ackermann,Karl Ackermann,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_357,Q1730202,Karl Ackermann,Karl Ackermann (Verleger),unklar,1908-12-15,1996-06-21,plausibel,Mensch
1931_357,Q1730201,Karl Ackermann,Karl Ackermann (Naturforscher),unklar,-,-,unbekannt,Mensch
1931_358,Q4059621,Richard Ackermann,Richard Ackermann,identisch,1858-02-07,1925-01-01,nein,Mensch
1931_364,Q2560753,Werner Ackermann,Werner Ackermann,identisch,-,-,unbekannt,Mensch
1931_367,Q100938,Adolf Adam,Adolf Adam,identisch,1912-03-19,2005-01-01,plausibel,Mensch
1931_367,Q360696,Adolf Adam,Adolf Adam,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_367,Q360701,Adolf Adam,Adolf Adam,identisch,1918-02-09,2004-08-07,plausibel,Mensch
1931_367,Q360706,Adolf Adam,Adolf Adam von Bruce,unklar,1835-03-21,-,nein,Mensch
1931_368,Q100938,Adolf Adam,Adolf Adam,identisch,1912-03-19,2005-01-01,plausibel,Mensch
1931_368,Q360696,Adolf Adam,Adolf Adam,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_368,Q360701,Adolf Adam,Adolf Adam,identisch,1918-02-09,2004-08-07,plausibel,Mensch
1931_368,Q360706,Adolf Adam,Adolf Adam von Bruce,unklar,1835-03-21,-,nein,Mensch
1931_370,Q1684671,Alfred Adam,Alfred Adam,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_370,Q1535560,Alfred Adam,Alfred Adam,identisch,1899-06-03,1975-10-24,plausibel,Mensch
1931_371,Q1684671,Alfred Adam,Alfred Adam,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_371,Q1535560,Alfred Adam,Alfred Adam,identisch,1899-06-03,1975-10-24,plausibel,Mensch
1931_372,Q992961,Bruno Adam,Bruno Adam,identisch,1846-08-27,-,nein,Mensch
1931_372,Q992962,Bruno Adam,Bruno Adams,unklar,1963-09-02,-,nein,Mensch
1931_375,Q1465470,Fritz Adam,Fritz Adam,identisch,-,-,unbekannt,Mensch
1931_375,Q1465469,Fritz Adam,Fritz Adam (Journalist),unklar,-,-,unbekannt,Mensch
1931_376,Q97853,Georg Adam,Georg Adam Struve,unklar,1619-09-27,1692-12-15,nein,Mensch
1931_376,Q1503489,Georg Adam,Georg Adam Scheid,unklar,-,-,unbekannt,Mensch
1931_376,Q16343679,Georg Adam,Adam Bürkle,unklar,1825-01-25,1896-08-13,nein,Mensch
1931_376,Q1503491,Georg Adam,Georg Adam von Martinitz,unklar,-,-,unbekannt,Mensch
1931_376,Q214424,Georg Adam,Georg Adam von Starhemberg,unklar,1724-08-10,1807-04-19,nein,Mensch
1931_376,Q1500288,Georg Adam,Georg Adam von Pfuhl,unklar,1618-04-06,1672-06-09,nein,Mensch
1931_376,Q973526,Georg Adam,Georg Adam Rehfues,unklar,-,-,unbekannt,Mensch
1931_377,Q97853,Georg Adam,Georg Adam Struve,unklar,1619-09-27,1692-12-15,nein,Mensch
1931_377,Q1503489,Georg Adam,Georg Adam Scheid,unklar,-,-,unbekannt,Mensch
1931_377,Q16343679,Georg Adam,Adam Bürkle,unklar,1825-01-25,1896-08-13,nein,Mensch
1931_377,Q1503491,Georg Adam,Georg Adam von Martinitz,unklar,-,-,unbekannt,Mensch
1931_377,Q214424,Georg Adam,Georg Adam von Starhemberg,unklar,1724-08-10,1807-04-19,nein,Mensch
1931_377,Q1500288,Georg Adam,Georg Adam von Pfuhl,unklar,1618-04-06,1672-06-09,nein,Mensch
1931_377,Q973526,Georg Adam,Georg Adam Rehfues,unklar,-,-,unbekannt,Mensch
1931_380,Q1610497,Hermann Adam,Hermann Adam,identisch,-,-,unbekannt,Mensch
1931_380,Q105514,Hermann Adam,Hermann Adam von Kamp,unklar,-,-,unbekannt,Mensch
1931_384,Q1793331,Kurt Adam,Kurt Adam,identisch,-,-,unbekannt,Mensch
1931_384,Q1793332,Kurt Adam,Kurt Adams,unklar,1889-12-15,1944-10-07,plausibel,Mensch
1931_385,Q1793331,Kurt Adam,Kurt Adam,identisch,-,-,unbekannt,Mensch
1931_385,Q1793332,Kurt Adam,Kurt Adams,unklar,1889-12-15,1944-10-07,plausibel,Mensch
1931_387,Q1349517,Louis Adam,Louis Adam,identisch,1758-12-03,1848-04-08,nein,Mensch
1931_387,Q713658,Louis Adam,Louis Adamic,unklar,1899-03-23,1951-09-04,plausibel,Mensch
1931_388,Q1349517,Louis Adam,Louis Adam,identisch,1758-12-03,1848-04-08,nein,Mensch
1931_388,Q713658,Louis Adam,Louis Adamic,unklar,1899-03-23,1951-09-04,plausibel,Mensch
1931_389,Q1894937,Margarete Adam,Margarete Adam,identisch,-,-,unbekannt,Mensch
1931_390,Q1894937,Margarete Adam,Margarete Adam,identisch,-,-,unbekannt,Mensch
1931_392,Q297462,Martin Adam,Marty Friedman,unklar,1962-12-08,-,nein,Mensch
1931_392,Q1851387,Martin Adam,Martin Adams,unklar,1956-06-04,-,nein,Mensch
1931_393,Q1310495,Max Adam,Max Adamo,unklar,-,-,unbekannt,Mensch
1931_398,Q86967,Otto Adam,Otto Adam,identisch,1909-11-24,1977-01-01,plausibel,Mensch
1931_398,Q1691796,Otto Adam,Otto Adams,unklar,1887-09-04,1966-08-30,plausibel,Mensch
1931_399,Q381800,Paul Adam,Paul Adam,identisch,1862-12-06,1920-01-02,nein,Mensch
1931_399,Q7149000,Paul Adam,Paul Adam,identisch,-,-,unbekannt,Mensch
1931_399,Q7149006,Paul Adam,Paul Adams,unklar,1977-01-20,-,nein,Mensch
1931_399,Q7149005,Paul Adam,Paul Adams,unklar,-,-,unbekannt,Mensch
1931_399,Q7149003,Paul Adam,Paul Adams,unklar,-,-,unbekannt,Mensch
1931_399,Q15446725,Paul Adam,Paul Adam (Buchbinder),unklar,1849-02-20,1931-07-27,plausibel,Mensch
1931_400,Q313289,Richard Adam,Richard Adams,unklar,1920-05-09,-,nein,Mensch
1931_400,Q7323636,Richard Adam,Richard Adams,unklar,1954-12-08,-,nein,Mensch
1931_400,Q1650791,Richard Adam,Richard Adamík,unklar,-,-,unbekannt,Mensch
1931_401,Q312635,Robert Adam,Robert Adam,identisch,1728-07-03,1792-03-03,nein,Mensch
1931_401,Q367549,Robert Adam,Robert Beltran,unklar,1953-11-19,-,nein,Mensch
1931_401,Q1765928,Robert Adam,Robert Adamson,unklar,1985-07-11,-,nein,Mensch
1931_401,Q509636,Robert Adam,Robert Adamson,unklar,1821-04-26,1848-01-14,nein,Mensch
1931_401,Q2156350,Robert Adam,Robert Adams,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_401,Q1119745,Robert Adam,Robert Adams,unklar,1791-01-01,1875-01-13,nein,Mensch
1931_401,Q442388,Robert Adam,Robert Adamson,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_404,Q212963,Samuel Adam,Samuel Adams,unklar,1722-09-27,1803-10-02,nein,Mensch
1931_404,Q986765,Samuel Adam,Samuel Adams,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_404,Q7409698,Samuel Adam,Sammy Adams,unklar,1987-08-14,-,nein,Mensch
1931_404,Q889219,Samuel Adam,Samuel Adams,unklar,1805-06-05,1850-02-27,nein,Mensch
1931_404,Q1572750,Samuel Adam,Samuel Adamson,unklar,1969-11-27,-,nein,Mensch
1931_408,Q1431859,Walter Adam,Walter Adam,identisch,-,-,unbekannt,Mensch
1931_408,Q242406,Walter Adam,Walter Adams,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_408,Q2543437,Walter Adam,Walter Adams (Leichtathlet),unklar,1945-03-15,-,nein,Mensch
1931_408,Q2543424,Walter Adam,Walter Adamson,unklar,1911-05-04,2010-12-29,plausibel,Mensch
1931_408,Q10498431,Walter Adam,Walter Adams,unklar,-,-,unbekannt,Mensch
1931_409,Q1431859,Walter Adam,Walter Adam,identisch,-,-,unbekannt,Mensch
1931_409,Q242406,Walter Adam,Walter Adams,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_409,Q2543437,Walter Adam,Walter Adams (Leichtathlet),unklar,1945-03-15,-,nein,Mensch
1931_409,Q2543424,Walter Adam,Walter Adamson,unklar,1911-05-04,2010-12-29,plausibel,Mensch
1931_409,Q10498431,Walter Adam,Walter Adams,unklar,-,-,unbekannt,Mensch
1931_410,Q313866,William Adam,William Adams,unklar,1564-09-24,1620-05-16,nein,Mensch
1931_410,Q337459,William Adam,William Adamson,unklar,1863-04-02,1936-02-23,plausibel,Mensch
1931_410,Q395915,William Adam,William Adams,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_410,Q1711147,William Adam,William Adams Richardson,unklar,1821-11-02,1896-10-19,nein,Mensch
1931_410,Q884113,William Adam,William Adams,unklar,1861-02-15,1954-02-04,plausibel,Mensch
1931_410,Q2577773,William Adam,William Adam Piper,unklar,-,-,unbekannt,Mensch
1931_410,Q8004148,William Adam,William Adams,unklar,1783-01-01,1827-01-01,nein,Mensch
1931_419,Q1678879,Jacob Ader,Jakob Aders,unklar,1786-07-26,-,nein,Mensch
1931_421,Q509422,Leon Ader,Leon Balogun,unklar,1988-06-28,-,nein,Mensch
1931_424,Q323425,Abraham Adler,Abraham Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_424,Q323428,Abraham Adler,Abraham Adler (Volkswirt),unklar,1850-06-11,-,nein,Mensch
1931_428,Q152393,Alfred Adler,Alfred Adler,identisch,1870-02-07,1937-05-28,plausibel,Mensch
1931_429,Q152393,Alfred Adler,Alfred Adler,identisch,1870-02-07,1937-05-28,plausibel,Mensch
1931_430,Q152393,Alfred Adler,Alfred Adler,identisch,1870-02-07,1937-05-28,plausibel,Mensch
1931_433,Q824685,Bernhard Adler,Bernhard Adler,identisch,1753-09-12,-,nein,Mensch
1931_434,Q824685,Bernhard Adler,Bernhard Adler,identisch,1753-09-12,-,nein,Mensch
1931_438,Q1036672,Carl Adler,Carl Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_438,Q1036677,Carl Adler,Carl Adler (Jurist),unklar,1823-08-20,-,nein,Mensch
1931_447,Q1465476,Fritz Adler,Fritz Adler,identisch,-,-,unbekannt,Mensch
1931_448,Q1465476,Fritz Adler,Fritz Adler,identisch,-,-,unbekannt,Mensch
1931_449,Q1465476,Fritz Adler,Fritz Adler,identisch,-,-,unbekannt,Mensch
1931_450,Q1465476,Fritz Adler,Fritz Adler,identisch,-,-,unbekannt,Mensch
1931_451,Q1465476,Fritz Adler,Fritz Adler,identisch,-,-,unbekannt,Mensch
1931_452,Q1465476,Fritz Adler,Fritz Adler,identisch,-,-,unbekannt,Mensch
1931_453,Q95287,Georg Adler,Georg Adler,identisch,1863-05-28,1908-06-11,nein,Mensch
1931_453,Q918652,Georg Adler,Georg Adlersparre,unklar,1760-03-28,1835-09-23,nein,Mensch
1931_456,Q14193270,Gustav Adler,Gustav Adler,identisch,-,-,unbekannt,Mensch
1931_457,Q14193270,Gustav Adler,Gustav Adler,identisch,-,-,unbekannt,Mensch
1931_460,Q1578429,Hans Adler,Hans Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_460,Q1269739,Hans Adler,Hans Adler,identisch,-,-,unbekannt,Gesellschaft
1931_460,Q1578424,Hans Adler,Hans Adler,identisch,-,-,unbekannt,Mensch
1931_460,Q1578422,Hans Adler,Hans Adler (Anwalt),unklar,-,-,unbekannt,Mensch
1931_461,Q1578429,Hans Adler,Hans Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_461,Q1269739,Hans Adler,Hans Adler,identisch,-,-,unbekannt,Gesellschaft
1931_461,Q1578424,Hans Adler,Hans Adler,identisch,-,-,unbekannt,Mensch
1931_461,Q1578422,Hans Adler,Hans Adler (Anwalt),unklar,-,-,unbekannt,Mensch
1931_465,Q1492555,Heinz Adler,Heinz Adler,identisch,-,-,unbekannt,Mensch
1931_467,Q1610500,Hermann Adler,Hermann Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_467,Q1610507,Hermann Adler,Hermann Adler (Oberrabbiner),unklar,1839-05-30,1911-07-18,nein,Mensch
1931_467,Q1610503,Hermann Adler,Hermann Adler (Schriftsteller),unklar,1911-10-02,2001-02-18,plausibel,Mensch
1931_467,Q1610501,Hermann Adler,Hermann Adler (Generalmajor),unklar,-,-,unbekannt,Mensch
1931_468,Q1610500,Hermann Adler,Hermann Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_468,Q1610507,Hermann Adler,Hermann Adler (Oberrabbiner),unklar,1839-05-30,1911-07-18,nein,Mensch
1931_468,Q1610503,Hermann Adler,Hermann Adler (Schriftsteller),unklar,1911-10-02,2001-02-18,plausibel,Mensch
1931_468,Q1610501,Hermann Adler,Hermann Adler (Generalmajor),unklar,-,-,unbekannt,Mensch
1931_471,Q1656480,Ida Adler,Ida Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_482,Q976160,John Adler,John Adler,identisch,1959-08-23,2011-04-04,nein,Mensch
1931_487,Q6280916,Joseph Adler,Joseph Adler,identisch,-,-,unbekannt,Mensch
1931_488,Q1667103,Karl Adler,Karl Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_488,Q1351827,Karl Adler,Karl Adler,identisch,-,-,unbekannt,Mensch
1931_488,Q1246913,Karl Adler,Karl Adler,identisch,1890-01-25,1973-01-01,plausibel,Mensch
1931_489,Q1634568,Kurt Adler,Kurt Adler,identisch,1905-04-02,1988-02-09,plausibel,Mensch
1931_489,Q86792,Kurt Adler,Kurt Adler,identisch,1907-03-01,1977-09-21,plausibel,Mensch
1931_490,Q1634568,Kurt Adler,Kurt Adler,identisch,1905-04-02,1988-02-09,plausibel,Mensch
1931_490,Q86792,Kurt Adler,Kurt Adler,identisch,1907-03-01,1977-09-21,plausibel,Mensch
1931_491,Q1818461,Leo Adler,Leo Adler,identisch,1897-01-19,1987-02-21,plausibel,Mensch
1931_492,Q1818461,Leo Adler,Leo Adler,identisch,1897-01-19,1987-02-21,plausibel,Mensch
1931_494,Q15832871,Ludwig Adler,Ludwig Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_494,Q1874142,Ludwig Adler,Ludwig Adler,identisch,1876-11-07,-,nein,Mensch
1931_495,Q78287,Markus Adler,Nathan Marcus Adler,unklar,1803-01-13,1890-01-21,nein,Mensch
1931_496,Q78287,Markus Adler,Nathan Marcus Adler,unklar,1803-01-13,1890-01-21,nein,Mensch
1931_497,Q93397,Max Adler,Max Adler,identisch,1873-01-15,1937-06-28,plausibel,Mensch
1931_497,Q342084,Max Adler,Max Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_497,Q1912149,Max Adler,Max Adler (Historiker),unklar,-,-,unbekannt,Mensch
1931_498,Q93397,Max Adler,Max Adler,identisch,1873-01-15,1937-06-28,plausibel,Mensch
1931_498,Q342084,Max Adler,Max Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_498,Q1912149,Max Adler,Max Adler (Historiker),unklar,-,-,unbekannt,Mensch
1931_499,Q93397,Max Adler,Max Adler,identisch,1873-01-15,1937-06-28,plausibel,Mensch
1931_499,Q342084,Max Adler,Max Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_499,Q1912149,Max Adler,Max Adler (Historiker),unklar,-,-,unbekannt,Mensch
1931_500,Q93397,Max Adler,Max Adler,identisch,1873-01-15,1937-06-28,plausibel,Mensch
1931_500,Q342084,Max Adler,Max Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_500,Q1912149,Max Adler,Max Adler (Historiker),unklar,-,-,unbekannt,Mensch
1931_501,Q93397,Max Adler,Max Adler,identisch,1873-01-15,1937-06-28,plausibel,Mensch
1931_501,Q342084,Max Adler,Max Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_501,Q1912149,Max Adler,Max Adler (Historiker),unklar,-,-,unbekannt,Mensch
1931_506,Q87398,Oskar Adler,Oskar Adler,identisch,1875-01-01,1955-01-01,plausibel,Mensch
1931_507,Q15837872,Otto Adler,Otto Adler,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_507,Q15456411,Otto Adler,Otto Adler (Gewerkschaftsführer),unklar,1876-01-23,1948-12-21,plausibel,Mensch
