ID,Wikidata ID,Name,Wikidata Name,Beziehung Namen,von,bis,Jahre plausibel,typ
1931_30211,Q85099,Georg Joseph,Georg Joseph Beer,unklar,1763-12-23,1821-04-11,nein,Mensch
1931_30211,Q216050,Georg Joseph,Georg Josephthal,unklar,1912-08-09,1962-08-23,plausibel,Mensch
1931_30211,Q15811740,Georg Joseph,Georg Joseph August Kollmann,unklar,-,-,unbekannt,Mensch
1931_30211,Q1504909,Georg Joseph,Georg Joseph Sidler,unklar,1782-06-25,1861-05-27,nein,Mensch
1931_30211,Q1306055,Georg Joseph,Georg Joseph Götz,unklar,-,-,unbekannt,Mensch
1931_30212,Q552049,Georg Joseph,Georg Joseph Kamel,unklar,-,-,unbekannt,Mensch
1931_30212,Q708557,Georg Joseph,Georg Joseph Vogler,unklar,1749-06-15,1814-05-06,nein,Mensch
1931_30212,Q85099,Georg Joseph,Georg Joseph Beer,unklar,1763-12-23,1821-04-11,nein,Mensch
1931_30212,Q216050,Georg Joseph,Georg Josephthal,unklar,1912-08-09,1962-08-23,plausibel,Mensch
1931_30212,Q15811740,Georg Joseph,Georg Joseph August Kollmann,unklar,-,-,unbekannt,Mensch
1931_30212,Q1504909,Georg Joseph,Georg Joseph Sidler,unklar,1782-06-25,1861-05-27,nein,Mensch
1931_30212,Q1306055,Georg Joseph,Georg Joseph Götz,unklar,-,-,unbekannt,Mensch
1931_30213,Q552049,Georg Joseph,Georg Joseph Kamel,unklar,-,-,unbekannt,Mensch
1931_30213,Q708557,Georg Joseph,Georg Joseph Vogler,unklar,1749-06-15,1814-05-06,nein,Mensch
1931_30213,Q85099,Georg Joseph,Georg Joseph Beer,unklar,1763-12-23,1821-04-11,nein,Mensch
1931_30213,Q216050,Georg Joseph,Georg Josephthal,unklar,1912-08-09,1962-08-23,plausibel,Mensch
1931_30213,Q15811740,Georg Joseph,Georg Joseph August Kollmann,unklar,-,-,unbekannt,Mensch
1931_30213,Q1504909,Georg Joseph,Georg Joseph Sidler,unklar,1782-06-25,1861-05-27,nein,Mensch
1931_30213,Q1306055,Georg Joseph,Georg Joseph Götz,unklar,-,-,unbekannt,Mensch
1931_30217,Q1267778,Gustav Joseph,Gustav Joseph,identisch,1901-05-12,1995-07-25,plausibel,Mensch
1931_30217,Q1396701,Gustav Joseph,Gustav Josephthal,unklar,-,-,unbekannt,Mensch
1931_30218,Q1267778,Gustav Joseph,Gustav Joseph,identisch,1901-05-12,1995-07-25,plausibel,Mensch
1931_30218,Q1396701,Gustav Joseph,Gustav Josephthal,unklar,-,-,unbekannt,Mensch
1931_30219,Q1267778,Gustav Joseph,Gustav Joseph,identisch,1901-05-12,1995-07-25,plausibel,Mensch
1931_30219,Q1396701,Gustav Joseph,Gustav Josephthal,unklar,-,-,unbekannt,Mensch
1931_30221,Q214161,Hans Joseph,Hans Josephsohn,unklar,1920-05-20,2012-08-20,plausibel,Mensch
1931_30222,Q214161,Hans Joseph,Hans Josephsohn,unklar,1920-05-20,2012-08-20,plausibel,Mensch
1931_30224,Q1597898,Heinrich Joseph,Heinrich Joseph Hermann Lemp,unklar,1862-08-08,1954-03-31,plausibel,Mensch
1931_30224,Q1462617,Heinrich Joseph,Heinrich Joseph Maria Schrohe,unklar,1864-04-28,1939-02-14,plausibel,Mensch
1931_30224,Q1597901,Heinrich Joseph,Heinrich Joseph Kayser,unklar,1842-02-28,1917-05-11,nein,Mensch
1931_30224,Q84824,Heinrich Joseph,Heinrich Joseph von Collin,unklar,1772-12-26,1811-07-28,nein,Mensch
1931_30224,Q1597903,Heinrich Joseph,Heinrich Joseph Wassermann,unklar,1791-04-03,1838-09-03,nein,Mensch
1931_30224,Q103966,Heinrich Joseph,Heinrich Joseph Wetzer,unklar,1801-03-19,1853-11-05,nein,Mensch
1931_30224,Q1421736,Heinrich Joseph,Heinrich Joseph Joesten,unklar,-,-,unbekannt,Mensch
1931_30225,Q1597898,Heinrich Joseph,Heinrich Joseph Hermann Lemp,unklar,1862-08-08,1954-03-31,plausibel,Mensch
1931_30225,Q1462617,Heinrich Joseph,Heinrich Joseph Maria Schrohe,unklar,1864-04-28,1939-02-14,plausibel,Mensch
1931_30225,Q1597901,Heinrich Joseph,Heinrich Joseph Kayser,unklar,1842-02-28,1917-05-11,nein,Mensch
1931_30225,Q84824,Heinrich Joseph,Heinrich Joseph von Collin,unklar,1772-12-26,1811-07-28,nein,Mensch
1931_30225,Q1597903,Heinrich Joseph,Heinrich Joseph Wassermann,unklar,1791-04-03,1838-09-03,nein,Mensch
1931_30225,Q103966,Heinrich Joseph,Heinrich Joseph Wetzer,unklar,1801-03-19,1853-11-05,nein,Mensch
1931_30225,Q1421736,Heinrich Joseph,Heinrich Joseph Joesten,unklar,-,-,unbekannt,Mensch
1931_30229,Q1611684,Hermann Joseph,Hermann Joseph,identisch,1811-12-06,1869-05-07,nein,Mensch
1931_30229,Q83598,Hermann Joseph,Hermann Joseph Muller,unklar,1890-12-21,1967-04-05,plausibel,Mensch
1931_30229,Q70246,Hermann Joseph,Josef Stübben,unklar,1845-02-10,1936-12-08,plausibel,Mensch
1931_30229,Q67883,Hermann Joseph,Hermann Joseph Klein,unklar,1844-09-14,1914-07-01,nein,Mensch
1931_30229,Q1611698,Hermann Joseph,Hermann Joseph Schmitz,unklar,-,-,unbekannt,Mensch
1931_30229,Q1611696,Hermann Joseph,Hermann Joseph Schmitt,unklar,1896-07-01,1964-04-23,plausibel,Mensch
1931_30229,Q1445645,Hermann Joseph,Hermann Joseph Müller,unklar,1803-10-18,1876-05-25,nein,Mensch
1931_30230,Q1611684,Hermann Joseph,Hermann Joseph,identisch,1811-12-06,1869-05-07,nein,Mensch
1931_30230,Q83598,Hermann Joseph,Hermann Joseph Muller,unklar,1890-12-21,1967-04-05,plausibel,Mensch
1931_30230,Q70246,Hermann Joseph,Josef Stübben,unklar,1845-02-10,1936-12-08,plausibel,Mensch
1931_30230,Q67883,Hermann Joseph,Hermann Joseph Klein,unklar,1844-09-14,1914-07-01,nein,Mensch
1931_30230,Q1611698,Hermann Joseph,Hermann Joseph Schmitz,unklar,-,-,unbekannt,Mensch
1931_30230,Q1611696,Hermann Joseph,Hermann Joseph Schmitt,unklar,1896-07-01,1964-04-23,plausibel,Mensch
1931_30230,Q1445645,Hermann Joseph,Hermann Joseph Müller,unklar,1803-10-18,1876-05-25,nein,Mensch
1931_30231,Q1611684,Hermann Joseph,Hermann Joseph,identisch,1811-12-06,1869-05-07,nein,Mensch
1931_30231,Q83598,Hermann Joseph,Hermann Joseph Muller,unklar,1890-12-21,1967-04-05,plausibel,Mensch
1931_30231,Q70246,Hermann Joseph,Josef Stübben,unklar,1845-02-10,1936-12-08,plausibel,Mensch
1931_30231,Q67883,Hermann Joseph,Hermann Joseph Klein,unklar,1844-09-14,1914-07-01,nein,Mensch
1931_30231,Q1611698,Hermann Joseph,Hermann Joseph Schmitz,unklar,-,-,unbekannt,Mensch
1931_30231,Q1611696,Hermann Joseph,Hermann Joseph Schmitt,unklar,1896-07-01,1964-04-23,plausibel,Mensch
1931_30231,Q1445645,Hermann Joseph,Hermann Joseph Müller,unklar,1803-10-18,1876-05-25,nein,Mensch
1931_30232,Q1611684,Hermann Joseph,Hermann Joseph,identisch,1811-12-06,1869-05-07,nein,Mensch
1931_30232,Q83598,Hermann Joseph,Hermann Joseph Muller,unklar,1890-12-21,1967-04-05,plausibel,Mensch
1931_30232,Q70246,Hermann Joseph,Josef Stübben,unklar,1845-02-10,1936-12-08,plausibel,Mensch
1931_30232,Q67883,Hermann Joseph,Hermann Joseph Klein,unklar,1844-09-14,1914-07-01,nein,Mensch
1931_30232,Q1611698,Hermann Joseph,Hermann Joseph Schmitz,unklar,-,-,unbekannt,Mensch
1931_30232,Q1611696,Hermann Joseph,Hermann Joseph Schmitt,unklar,1896-07-01,1964-04-23,plausibel,Mensch
1931_30232,Q1445645,Hermann Joseph,Hermann Joseph Müller,unklar,1803-10-18,1876-05-25,nein,Mensch
1931_30233,Q1611684,Hermann Joseph,Hermann Joseph,identisch,1811-12-06,1869-05-07,nein,Mensch
1931_30233,Q83598,Hermann Joseph,Hermann Joseph Muller,unklar,1890-12-21,1967-04-05,plausibel,Mensch
1931_30233,Q70246,Hermann Joseph,Josef Stübben,unklar,1845-02-10,1936-12-08,plausibel,Mensch
1931_30233,Q67883,Hermann Joseph,Hermann Joseph Klein,unklar,1844-09-14,1914-07-01,nein,Mensch
1931_30233,Q1611698,Hermann Joseph,Hermann Joseph Schmitz,unklar,-,-,unbekannt,Mensch
1931_30233,Q1611696,Hermann Joseph,Hermann Joseph Schmitt,unklar,1896-07-01,1964-04-23,plausibel,Mensch
1931_30233,Q1445645,Hermann Joseph,Hermann Joseph Müller,unklar,1803-10-18,1876-05-25,nein,Mensch
1931_30242,Q119881,Jacques Joseph,Jacques Joseph,identisch,1865-09-06,1934-02-12,plausibel,Mensch
1931_30242,Q172843,Jacques Joseph,Jacques Villeneuve,unklar,1971-04-09,-,nein,Mensch
1931_30242,Q381248,Jacques Joseph,James Tissot,unklar,1836-10-15,1902-08-08,nein,Mensch
1931_30242,Q1678010,Jacques Joseph,Jacques Joseph Marie Despierre,unklar,1928-05-06,-,nein,Mensch
1931_30245,Q1704928,Josef Joseph,Josef Josephi,unklar,1852-07-15,1920-01-08,nein,Mensch
1931_30247,Q99657,Julius Joseph,Julius Joseph Neumann,unklar,1836-01-01,1895-01-01,nein,Mensch
1931_30247,Q4096545,Julius Joseph,Julius Joseph Bryner,unklar,1849-01-01,1920-03-10,nein,Mensch
1931_30247,Q15438016,Julius Joseph,Julius Joseph Bernay von Favancourt,unklar,-,-,unbekannt,Mensch
1931_30247,Q4274804,Julius Joseph,Julius Joseph Maier,unklar,1821-12-29,1889-11-21,nein,Mensch
1931_30248,Q99657,Julius Joseph,Julius Joseph Neumann,unklar,1836-01-01,1895-01-01,nein,Mensch
1931_30248,Q4096545,Julius Joseph,Julius Joseph Bryner,unklar,1849-01-01,1920-03-10,nein,Mensch
1931_30248,Q15438016,Julius Joseph,Julius Joseph Bernay von Favancourt,unklar,-,-,unbekannt,Mensch
1931_30248,Q4274804,Julius Joseph,Julius Joseph Maier,unklar,1821-12-29,1889-11-21,nein,Mensch
1931_30249,Q99657,Julius Joseph,Julius Joseph Neumann,unklar,1836-01-01,1895-01-01,nein,Mensch
1931_30249,Q4096545,Julius Joseph,Julius Joseph Bryner,unklar,1849-01-01,1920-03-10,nein,Mensch
1931_30249,Q15438016,Julius Joseph,Julius Joseph Bernay von Favancourt,unklar,-,-,unbekannt,Mensch
1931_30249,Q4274804,Julius Joseph,Julius Joseph Maier,unklar,1821-12-29,1889-11-21,nein,Mensch
1931_30250,Q99657,Julius Joseph,Julius Joseph Neumann,unklar,1836-01-01,1895-01-01,nein,Mensch
1931_30250,Q4096545,Julius Joseph,Julius Joseph Bryner,unklar,1849-01-01,1920-03-10,nein,Mensch
1931_30250,Q15438016,Julius Joseph,Julius Joseph Bernay von Favancourt,unklar,-,-,unbekannt,Mensch
1931_30250,Q4274804,Julius Joseph,Julius Joseph Maier,unklar,1821-12-29,1889-11-21,nein,Mensch
1931_30251,Q99657,Julius Joseph,Julius Joseph Neumann,unklar,1836-01-01,1895-01-01,nein,Mensch
1931_30251,Q4096545,Julius Joseph,Julius Joseph Bryner,unklar,1849-01-01,1920-03-10,nein,Mensch
1931_30251,Q15438016,Julius Joseph,Julius Joseph Bernay von Favancourt,unklar,-,-,unbekannt,Mensch
1931_30251,Q4274804,Julius Joseph,Julius Joseph Maier,unklar,1821-12-29,1889-11-21,nein,Mensch
1931_30257,Q2114932,Leo Joseph,Leo Joseph Brust,unklar,1916-01-07,1995-01-31,plausibel,Mensch
1931_30257,Q5973025,Leo Joseph,Leo Joseph Klotz,unklar,1895-01-01,1984-03-02,plausibel,Mensch
1931_30257,Q706850,Leo Joseph,Leo Boivin,unklar,1932-08-02,-,nein,Mensch
1931_30258,Q2114932,Leo Joseph,Leo Joseph Brust,unklar,1916-01-07,1995-01-31,plausibel,Mensch
1931_30258,Q5973025,Leo Joseph,Leo Joseph Klotz,unklar,1895-01-01,1984-03-02,plausibel,Mensch
1931_30258,Q706850,Leo Joseph,Leo Boivin,unklar,1932-08-02,-,nein,Mensch
1931_30259,Q2114932,Leo Joseph,Leo Joseph Brust,unklar,1916-01-07,1995-01-31,plausibel,Mensch
1931_30259,Q5973025,Leo Joseph,Leo Joseph Klotz,unklar,1895-01-01,1984-03-02,plausibel,Mensch
1931_30259,Q706850,Leo Joseph,Leo Boivin,unklar,1932-08-02,-,nein,Mensch
1931_30264,Q473506,Louis Joseph,Louis Joseph Xavier François de Bourbon,unklar,1781-10-22,1789-06-04,nein,Mensch
1931_30264,Q153185,Louis Joseph,Joseph Louis Gay-Lussac,unklar,1778-12-06,1850-05-09,nein,Mensch
1931_30264,Q315513,Louis Joseph,"Louis Joseph de Bourbon, duc de Vendôme",unklar,1654-07-01,1712-06-11,nein,Mensch
1931_30264,Q735519,Louis Joseph,Louis Beel,unklar,1902-04-12,1977-02-11,plausibel,Mensch
1931_30264,Q666579,Louis Joseph,Louis Joseph André,unklar,1838-03-29,1913-03-18,nein,Mensch
1931_30264,Q2297336,Louis Joseph,"Louis Joseph de Lorraine, duc de Guise",unklar,1650-08-07,1671-07-30,nein,Mensch
1931_30264,Q2669964,Louis Joseph,Louis Roelandt,unklar,-,-,unbekannt,Mensch
1931_30265,Q473506,Louis Joseph,Louis Joseph Xavier François de Bourbon,unklar,1781-10-22,1789-06-04,nein,Mensch
1931_30265,Q153185,Louis Joseph,Joseph Louis Gay-Lussac,unklar,1778-12-06,1850-05-09,nein,Mensch
1931_30265,Q315513,Louis Joseph,"Louis Joseph de Bourbon, duc de Vendôme",unklar,1654-07-01,1712-06-11,nein,Mensch
1931_30265,Q735519,Louis Joseph,Louis Beel,unklar,1902-04-12,1977-02-11,plausibel,Mensch
1931_30265,Q666579,Louis Joseph,Louis Joseph André,unklar,1838-03-29,1913-03-18,nein,Mensch
1931_30265,Q2297336,Louis Joseph,"Louis Joseph de Lorraine, duc de Guise",unklar,1650-08-07,1671-07-30,nein,Mensch
1931_30265,Q2669964,Louis Joseph,Louis Roelandt,unklar,-,-,unbekannt,Mensch
1931_30266,Q473506,Louis Joseph,Louis Joseph Xavier François de Bourbon,unklar,1781-10-22,1789-06-04,nein,Mensch
1931_30266,Q153185,Louis Joseph,Joseph Louis Gay-Lussac,unklar,1778-12-06,1850-05-09,nein,Mensch
1931_30266,Q315513,Louis Joseph,"Louis Joseph de Bourbon, duc de Vendôme",unklar,1654-07-01,1712-06-11,nein,Mensch
1931_30266,Q735519,Louis Joseph,Louis Beel,unklar,1902-04-12,1977-02-11,plausibel,Mensch
1931_30266,Q666579,Louis Joseph,Louis Joseph André,unklar,1838-03-29,1913-03-18,nein,Mensch
1931_30266,Q2297336,Louis Joseph,"Louis Joseph de Lorraine, duc de Guise",unklar,1650-08-07,1671-07-30,nein,Mensch
1931_30266,Q2669964,Louis Joseph,Louis Roelandt,unklar,-,-,unbekannt,Mensch
1931_30267,Q473506,Louis Joseph,Louis Joseph Xavier François de Bourbon,unklar,1781-10-22,1789-06-04,nein,Mensch
1931_30267,Q153185,Louis Joseph,Joseph Louis Gay-Lussac,unklar,1778-12-06,1850-05-09,nein,Mensch
1931_30267,Q315513,Louis Joseph,"Louis Joseph de Bourbon, duc de Vendôme",unklar,1654-07-01,1712-06-11,nein,Mensch
1931_30267,Q735519,Louis Joseph,Louis Beel,unklar,1902-04-12,1977-02-11,plausibel,Mensch
1931_30267,Q666579,Louis Joseph,Louis Joseph André,unklar,1838-03-29,1913-03-18,nein,Mensch
1931_30267,Q2297336,Louis Joseph,"Louis Joseph de Lorraine, duc de Guise",unklar,1650-08-07,1671-07-30,nein,Mensch
1931_30267,Q2669964,Louis Joseph,Louis Roelandt,unklar,-,-,unbekannt,Mensch
1931_30268,Q473506,Louis Joseph,Louis Joseph Xavier François de Bourbon,unklar,1781-10-22,1789-06-04,nein,Mensch
1931_30268,Q153185,Louis Joseph,Joseph Louis Gay-Lussac,unklar,1778-12-06,1850-05-09,nein,Mensch
1931_30268,Q315513,Louis Joseph,"Louis Joseph de Bourbon, duc de Vendôme",unklar,1654-07-01,1712-06-11,nein,Mensch
1931_30268,Q735519,Louis Joseph,Louis Beel,unklar,1902-04-12,1977-02-11,plausibel,Mensch
1931_30268,Q666579,Louis Joseph,Louis Joseph André,unklar,1838-03-29,1913-03-18,nein,Mensch
1931_30268,Q2297336,Louis Joseph,"Louis Joseph de Lorraine, duc de Guise",unklar,1650-08-07,1671-07-30,nein,Mensch
1931_30268,Q2669964,Louis Joseph,Louis Roelandt,unklar,-,-,unbekannt,Mensch
1931_30269,Q62830,Ludwig Joseph,Lujo Brentano,unklar,1844-12-18,1931-09-09,plausibel,Mensch
1931_30269,Q1774026,Ludwig Joseph,Ludwig Joseph von Hartig,unklar,1685-01-01,1735-01-17,nein,Mensch
1931_30269,Q1874618,Ludwig Joseph,Ludwig Joseph Gerstner,unklar,1830-10-10,-,nein,Mensch
1931_30269,Q1549693,Ludwig Joseph,Ludwig Joseph d’Albert de Luynes von Grimbergen,unklar,-,-,unbekannt,Mensch
1931_30269,Q109634,Ludwig Joseph,Ludwig Joseph von Welden,unklar,-,-,unbekannt,Mensch
1931_30270,Q62830,Ludwig Joseph,Lujo Brentano,unklar,1844-12-18,1931-09-09,plausibel,Mensch
1931_30270,Q1774026,Ludwig Joseph,Ludwig Joseph von Hartig,unklar,1685-01-01,1735-01-17,nein,Mensch
1931_30270,Q1874618,Ludwig Joseph,Ludwig Joseph Gerstner,unklar,1830-10-10,-,nein,Mensch
1931_30270,Q1549693,Ludwig Joseph,Ludwig Joseph d’Albert de Luynes von Grimbergen,unklar,-,-,unbekannt,Mensch
1931_30270,Q109634,Ludwig Joseph,Ludwig Joseph von Welden,unklar,-,-,unbekannt,Mensch
1931_30271,Q62830,Ludwig Joseph,Lujo Brentano,unklar,1844-12-18,1931-09-09,plausibel,Mensch
1931_30271,Q1774026,Ludwig Joseph,Ludwig Joseph von Hartig,unklar,1685-01-01,1735-01-17,nein,Mensch
1931_30271,Q1874618,Ludwig Joseph,Ludwig Joseph Gerstner,unklar,1830-10-10,-,nein,Mensch
1931_30271,Q1549693,Ludwig Joseph,Ludwig Joseph d’Albert de Luynes von Grimbergen,unklar,-,-,unbekannt,Mensch
1931_30271,Q109634,Ludwig Joseph,Ludwig Joseph von Welden,unklar,-,-,unbekannt,Mensch
1931_30272,Q62830,Ludwig Joseph,Lujo Brentano,unklar,1844-12-18,1931-09-09,plausibel,Mensch
1931_30272,Q1774026,Ludwig Joseph,Ludwig Joseph von Hartig,unklar,1685-01-01,1735-01-17,nein,Mensch
1931_30272,Q1874618,Ludwig Joseph,Ludwig Joseph Gerstner,unklar,1830-10-10,-,nein,Mensch
1931_30272,Q1549693,Ludwig Joseph,Ludwig Joseph d’Albert de Luynes von Grimbergen,unklar,-,-,unbekannt,Mensch
1931_30272,Q109634,Ludwig Joseph,Ludwig Joseph von Welden,unklar,-,-,unbekannt,Mensch
1931_30276,Q1904160,Martin Joseph,Martin Joseph,identisch,-,-,unbekannt,Mensch
1931_30276,Q1904202,Martin Joseph,Martin Joseph Fettman,unklar,1956-12-31,-,nein,Mensch
1931_30276,Q1904184,Martin Joseph,Martin Joseph Wade,unklar,1861-10-20,1931-04-16,plausibel,Mensch
1931_30276,Q1904172,Martin Joseph,Martin Joseph Savelsberg,unklar,-,-,unbekannt,Mensch
1931_30276,Q1904169,Martin Joseph,Martin Joseph Mack,unklar,1805-02-19,1885-09-24,nein,Mensch
1931_30276,Q1904668,Martin Joseph,Martin Nováček,unklar,-,-,unbekannt,Mensch
1931_30276,Q1904171,Martin Joseph,Martin Joseph Prandstätter,unklar,-,-,unbekannt,Mensch
1931_30277,Q1904160,Martin Joseph,Martin Joseph,identisch,-,-,unbekannt,Mensch
1931_30277,Q1904202,Martin Joseph,Martin Joseph Fettman,unklar,1956-12-31,-,nein,Mensch
1931_30277,Q1904184,Martin Joseph,Martin Joseph Wade,unklar,1861-10-20,1931-04-16,plausibel,Mensch
1931_30277,Q1904172,Martin Joseph,Martin Joseph Savelsberg,unklar,-,-,unbekannt,Mensch
1931_30277,Q1904169,Martin Joseph,Martin Joseph Mack,unklar,1805-02-19,1885-09-24,nein,Mensch
1931_30277,Q1904668,Martin Joseph,Martin Nováček,unklar,-,-,unbekannt,Mensch
1931_30277,Q1904171,Martin Joseph,Martin Joseph Prandstätter,unklar,-,-,unbekannt,Mensch
1931_30278,Q1904160,Martin Joseph,Martin Joseph,identisch,-,-,unbekannt,Mensch
1931_30278,Q1904202,Martin Joseph,Martin Joseph Fettman,unklar,1956-12-31,-,nein,Mensch
1931_30278,Q1904184,Martin Joseph,Martin Joseph Wade,unklar,1861-10-20,1931-04-16,plausibel,Mensch
1931_30278,Q1904172,Martin Joseph,Martin Joseph Savelsberg,unklar,-,-,unbekannt,Mensch
1931_30278,Q1904169,Martin Joseph,Martin Joseph Mack,unklar,1805-02-19,1885-09-24,nein,Mensch
1931_30278,Q1904668,Martin Joseph,Martin Nováček,unklar,-,-,unbekannt,Mensch
1931_30278,Q1904171,Martin Joseph,Martin Joseph Prandstätter,unklar,-,-,unbekannt,Mensch
1931_30279,Q1904160,Martin Joseph,Martin Joseph,identisch,-,-,unbekannt,Mensch
1931_30279,Q1904202,Martin Joseph,Martin Joseph Fettman,unklar,1956-12-31,-,nein,Mensch
1931_30279,Q1904184,Martin Joseph,Martin Joseph Wade,unklar,1861-10-20,1931-04-16,plausibel,Mensch
1931_30279,Q1904172,Martin Joseph,Martin Joseph Savelsberg,unklar,-,-,unbekannt,Mensch
1931_30279,Q1904169,Martin Joseph,Martin Joseph Mack,unklar,1805-02-19,1885-09-24,nein,Mensch
1931_30279,Q1904668,Martin Joseph,Martin Nováček,unklar,-,-,unbekannt,Mensch
1931_30279,Q1904171,Martin Joseph,Martin Joseph Prandstätter,unklar,-,-,unbekannt,Mensch
1931_30280,Q4205892,Max Joseph,Max Joseph,identisch,1860-01-01,-,nein,Mensch
1931_30280,Q1913988,Max Joseph,Maximilian Joseph,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30280,Q1912775,Max Joseph,Max Joseph,identisch,-,-,unbekannt,-
1931_30280,Q434826,Max Joseph,Max Joseph in Bayern,unklar,1808-12-04,1888-11-15,nein,Mensch
1931_30280,Q1271497,Max Joseph,Maximilian von Bayern,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30280,Q1912779,Max Joseph,Max Josef Wagenbauer,unklar,1774-07-28,1829-05-12,nein,Mensch
1931_30280,Q1912207,Max Joseph,Max Bastelberger,unklar,-,-,unbekannt,Mensch
1931_30281,Q4205892,Max Joseph,Max Joseph,identisch,1860-01-01,-,nein,Mensch
1931_30281,Q1913988,Max Joseph,Maximilian Joseph,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30281,Q1912775,Max Joseph,Max Joseph,identisch,-,-,unbekannt,-
1931_30281,Q434826,Max Joseph,Max Joseph in Bayern,unklar,1808-12-04,1888-11-15,nein,Mensch
1931_30281,Q1271497,Max Joseph,Maximilian von Bayern,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30281,Q1912779,Max Joseph,Max Josef Wagenbauer,unklar,1774-07-28,1829-05-12,nein,Mensch
1931_30281,Q1912207,Max Joseph,Max Bastelberger,unklar,-,-,unbekannt,Mensch
1931_30282,Q4205892,Max Joseph,Max Joseph,identisch,1860-01-01,-,nein,Mensch
1931_30282,Q1913988,Max Joseph,Maximilian Joseph,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30282,Q1912775,Max Joseph,Max Joseph,identisch,-,-,unbekannt,-
1931_30282,Q434826,Max Joseph,Max Joseph in Bayern,unklar,1808-12-04,1888-11-15,nein,Mensch
1931_30282,Q1271497,Max Joseph,Maximilian von Bayern,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30282,Q1912779,Max Joseph,Max Josef Wagenbauer,unklar,1774-07-28,1829-05-12,nein,Mensch
1931_30282,Q1912207,Max Joseph,Max Bastelberger,unklar,-,-,unbekannt,Mensch
1931_30283,Q4205892,Max Joseph,Max Joseph,identisch,1860-01-01,-,nein,Mensch
1931_30283,Q1913988,Max Joseph,Maximilian Joseph,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30283,Q1912775,Max Joseph,Max Joseph,identisch,-,-,unbekannt,-
1931_30283,Q434826,Max Joseph,Max Joseph in Bayern,unklar,1808-12-04,1888-11-15,nein,Mensch
1931_30283,Q1271497,Max Joseph,Maximilian von Bayern,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30283,Q1912779,Max Joseph,Max Josef Wagenbauer,unklar,1774-07-28,1829-05-12,nein,Mensch
1931_30283,Q1912207,Max Joseph,Max Bastelberger,unklar,-,-,unbekannt,Mensch
1931_30284,Q4205892,Max Joseph,Max Joseph,identisch,1860-01-01,-,nein,Mensch
1931_30284,Q1913988,Max Joseph,Maximilian Joseph,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30284,Q1912775,Max Joseph,Max Joseph,identisch,-,-,unbekannt,-
1931_30284,Q434826,Max Joseph,Max Joseph in Bayern,unklar,1808-12-04,1888-11-15,nein,Mensch
1931_30284,Q1271497,Max Joseph,Maximilian von Bayern,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30284,Q1912779,Max Joseph,Max Josef Wagenbauer,unklar,1774-07-28,1829-05-12,nein,Mensch
1931_30284,Q1912207,Max Joseph,Max Bastelberger,unklar,-,-,unbekannt,Mensch
1931_30285,Q4205892,Max Joseph,Max Joseph,identisch,1860-01-01,-,nein,Mensch
1931_30285,Q1913988,Max Joseph,Maximilian Joseph,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30285,Q1912775,Max Joseph,Max Joseph,identisch,-,-,unbekannt,-
1931_30285,Q434826,Max Joseph,Max Joseph in Bayern,unklar,1808-12-04,1888-11-15,nein,Mensch
1931_30285,Q1271497,Max Joseph,Maximilian von Bayern,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30285,Q1912779,Max Joseph,Max Josef Wagenbauer,unklar,1774-07-28,1829-05-12,nein,Mensch
1931_30285,Q1912207,Max Joseph,Max Bastelberger,unklar,-,-,unbekannt,Mensch
1931_30286,Q4205892,Max Joseph,Max Joseph,identisch,1860-01-01,-,nein,Mensch
1931_30286,Q1913988,Max Joseph,Maximilian Joseph,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30286,Q1912775,Max Joseph,Max Joseph,identisch,-,-,unbekannt,-
1931_30286,Q434826,Max Joseph,Max Joseph in Bayern,unklar,1808-12-04,1888-11-15,nein,Mensch
1931_30286,Q1271497,Max Joseph,Maximilian von Bayern,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30286,Q1912779,Max Joseph,Max Josef Wagenbauer,unklar,1774-07-28,1829-05-12,nein,Mensch
1931_30286,Q1912207,Max Joseph,Max Bastelberger,unklar,-,-,unbekannt,Mensch
1931_30287,Q4205892,Max Joseph,Max Joseph,identisch,1860-01-01,-,nein,Mensch
1931_30287,Q1913988,Max Joseph,Maximilian Joseph,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_30287,Q1912775,Max Joseph,Max Joseph,identisch,-,-,unbekannt,-
1931_30287,Q434826,Max Joseph,Max Joseph in Bayern,unklar,1808-12-04,1888-11-15,nein,Mensch
